id,texto,publico,macronarrativa,pauta,tipo,forca,base,despersonalizado,origem_lista,duplicado_de,link,alerta,pagina,id_documento
D13-TR-179,"Mesmo as mais descrentes e pouco mobilizadas tendem a encontrar razões para se orgulhar de ser brasileiras, sem diferença expressiva entre regimes de trabalho.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,não,,,,32,D13
D13-TR-180,"Eu acho que tem muita força de vontade, a garra, persistência e sempre um sonho de que um dia as coisas vão melhorar.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,verbatim,,restrita,não,não,,,,32,D13
D13-TR-182,"Entre os participantes deste estudo, à pergunta se a voz das mulheres é ouvida politicamente, a maioria responde que não, ou que depende.",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,achado,forte,restrita,não,não,,,,33,D13
D13-TR-235,"Quanto mais concreto o número apresentado, mais crível a oferta; termo genérico soa bom demais para ser verdade.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,sim,,,,38,D13
D13-TR-237,"O orgulho funciona quando associado a soberania, e quebra quando o serviço prometido é desmentido pela vivência.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,sim,,,,38,D13
D13-TR-246,Recomenda-se substituir a expressão genérica sobre juros mais baixos por uma taxa real.,pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,sim,,,,38,D13
D13-TR-248,Recomenda-se manter a ressalva sobre os desafios do serviço público de saúde e trocar o termo criatividade por termo de força ou potência.,mulheres de 2 a 5 salários mínimos,brasil soberano,SUS,funciona,,restrita,não,sim,,,,38,D13
D13-TR-294,A ideia de crédito com juros mais baixos e sem garantia é lida como suporte real para quem está começando um negócio e gera vontade de pesquisar mais.,pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,não,,,,44,D13
D13-TR-295,A remoção do pedido de voto na versão revisada deixa a mensagem mais parecida com informação útil do que com propaganda.,pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,não,,,,44,D13
D13-TR-296,"Sem valor concreto, a expressão juros mais baixos soa vaga, e a reação vai da dúvida à desconfiança de que seja bom demais para ser verdade.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,afasta,,restrita,não,não,,,,44,D13
D13-TR-297,"O fechamento que afirma que quem cuida do país cuida até do que parece pequeno soa como frase de efeito genérica, mesmo sem pedir voto.",pequenas empreendedoras,dinheiro no bolso,tom e registro*,afasta,,restrita,não,não,,,,44,D13
D13-TR-298,"O fechamento que promete não ficar só no discurso é lido com ironia, já que a frase que ataca o discurso é sentida como discurso genérico.",pequenas empreendedoras,dinheiro no bolso,tom e registro*,afasta,,restrita,não,não,,,,44,D13
D13-TR-299,"Recomenda-se testar a versão sem esse fechamento, deixando a mensagem terminar na informação prática.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,não,,,,44,D13
D13-TR-300,"Recomenda-se falar de juros de modo mais concreto, deixando clara a diferença e o benefício, e explicar o acesso de maneira acessível.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,funciona,,restrita,não,não,,,,44,D13
D13-TR-311,"A combinação de meio de pagamento nacional, saúde pública e soberania suscita orgulho e reconhecimento, ainda que com ressalvas.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,não,,,,46,D13
D13-TR-312,"Falar de PIX e do SUS oferece exemplos concretos e fáceis de analisar, que fazem parte do cotidiano de todas e geram senso de intimidade.",mulheres de 2 a 5 salários mínimos,brasil soberano,SUS,funciona,,restrita,não,não,,,,46,D13
D13-TR-313,"A ideia de que gente de fora não deveria decidir pelo país ressoa fortemente e de forma espontânea, funcionando como argumento de soberania e não apenas de orgulho.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,não,,,,46,D13
D13-TR-314,A ressonância do argumento de soberania aparece associada a episódios internacionais recentes.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,contexto,,restrita,não,não,,,,46,D13
D13-TR-317,A referência direta ao que vem de fora nem sempre é bem compreendida.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,afasta,,restrita,não,não,,,,46,D13
D13-TR-318,A palavra criatividade foi questionada por reduzir a conquista a ideias em vez de força ou capacidade nacional.,mulheres de 2 a 5 salários mínimos,brasil soberano,tom e registro*,afasta,,restrita,não,não,,,,46,D13
D13-TR-319,"É o único estímulo com crítica explícita de pontuação, com o uso de exclamações nomeado diretamente como excessivo.",mulheres de 2 a 5 salários mínimos,brasil soberano,tom e registro*,achado,indício,restrita,não,não,,,,46,D13
D13-TR-320,O tom muito otimista soa levemente irônico diante de um tema sensível para quem vive falhas reais de acesso.,mulheres de 2 a 5 salários mínimos,brasil soberano,SUS,afasta,,restrita,não,não,,,,46,D13
D13-TR-321,"Recomenda-se manter a ressalva sobre os desafios que ainda existem, já testada e eficaz, para evitar rejeição de quem vive falhas reais do sistema.",mulheres de 2 a 5 salários mínimos,brasil soberano,SUS,funciona,,restrita,não,não,D13-TR-248,,,46,D13
D13-TR-322,Recomenda-se sustentar o orgulho e o diferencial do serviço público de saúde e do meio de pagamento nacional como motivos de identidade e exclusividade tecnológica do país.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,não,,,,46,D13
D13-TR-323,Recomenda-se substituir o termo criatividade por potência ou capacidade.,mulheres de 2 a 5 salários mínimos,brasil soberano,tom e registro*,funciona,,restrita,não,não,,,,46,D13
D13-TR-379,"Recomenda-se reforçar e instigar o orgulho nacional daquilo que já é familiar e fonte de identidade, como o meio de pagamento nacional e o serviço público de saúde.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,sim,,,,54,D13
D13-TR-380,"Recomenda-se explorar atributos subjetivos associados à população brasileira, como acolhimento, força e capacidade.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,sim,,,,54,D13
